,buying,maint,doors,persons,lug_boot,safety,class,color
457,high,vhigh,2,more,big,med,unacc,1.2625693009966157
458,high,vhigh,2,more,big,high,unacc,2.474004549620808
459,high,vhigh,3,2,small,low,unacc,0.524054797077047
460,high,vhigh,3,2,small,med,unacc,1.1594139028875383
461,high,vhigh,3,2,small,high,unacc,1.6130661131159632
462,high,vhigh,3,2,med,low,unacc,2.394478931857036
463,high,vhigh,3,2,med,med,unacc,3.7192012127511545
464,high,vhigh,3,2,med,high,unacc,0.03326247843062946
465,high,vhigh,3,2,big,low,unacc,2.9854875326208266
466,high,vhigh,3,2,big,med,unacc,3.853371715833472
467,high,vhigh,3,2,big,high,unacc,1.0553754347785107
468,high,vhigh,3,4,small,low,unacc,3.925239660739882
469,high,vhigh,3,4,small,med,unacc,2.899308458816757
470,high,vhigh,3,4,small,high,unacc,3.7514106022776623
471,high,vhigh,3,4,med,low,unacc,2.5166364988879817
472,high,vhigh,3,4,med,med,unacc,2.932701995262276
473,high,vhigh,3,4,med,high,unacc,2.9790850729415452
474,high,vhigh,3,4,big,low,unacc,0.12104685523659642
475,high,vhigh,3,4,big,med,unacc,1.736763652771991
476,high,vhigh,3,4,big,high,unacc,0.649560909668295
477,high,vhigh,3,more,small,low,unacc,1.8615643109516982
478,high,vhigh,3,more,small,med,unacc,0.5086829075315835
479,high,vhigh,3,more,small,high,unacc,2.5319322321294813
480,high,vhigh,3,more,med,low,unacc,3.3422957408915384
481,high,vhigh,3,more,med,med,unacc,1.0801324227729152
482,high,vhigh,3,more,med,high,unacc,1.2253523764976109
483,high,vhigh,3,more,big,low,unacc,3.330654820815424
484,high,vhigh,3,more,big,med,unacc,3.2551896595206933
485,high,vhigh,3,more,big,high,unacc,0.7113049066713564
486,high,vhigh,4,2,small,low,unacc,1.4442989429176083
487,high,vhigh,4,2,small,med,unacc,0.04675110079833944
488,high,vhigh,4,2,small,high,unacc,2.025246237171139
489,high,vhigh,4,2,med,low,unacc,2.5298424682227614
490,high,vhigh,4,2,med,med,unacc,3.2554562977552037
491,high,vhigh,4,2,med,high,unacc,2.344595769914652
492,high,vhigh,4,2,big,low,unacc,3.237973071852587
493,high,vhigh,4,2,big,med,unacc,0.6567705911342152
494,high,vhigh,4,2,big,high,unacc,0.30510373417499714
495,high,vhigh,4,4,small,low,unacc,2.0558554461708027
496,high,vhigh,4,4,small,med,unacc,3.495469063116108
497,high,vhigh,4,4,small,high,unacc,3.360042734118924
498,high,vhigh,4,4,med,low,unacc,0.822802482418322
499,high,vhigh,4,4,med,med,unacc,2.385022640914566
500,high,vhigh,4,4,med,high,unacc,0.7524672056979371
501,high,vhigh,4,4,big,low,unacc,0.9976069972466792
502,high,vhigh,4,4,big,med,unacc,0.6986094400640765
503,high,vhigh,4,4,big,high,unacc,3.1594154804811354
504,high,vhigh,4,more,small,low,unacc,0.3340270986615761
505,high,vhigh,4,more,small,med,unacc,1.9872731687132066
506,high,vhigh,4,more,small,high,unacc,1.4875843757751004
507,high,vhigh,4,more,med,low,unacc,0.4509956202256955
508,high,vhigh,4,more,med,med,unacc,0.25935844674854547
509,high,vhigh,4,more,med,high,unacc,1.0418603101534845
510,high,vhigh,4,more,big,low,unacc,0.858217513481343
511,high,vhigh,4,more,big,med,unacc,1.6614534236309364
512,high,vhigh,4,more,big,high,unacc,1.0118146308963913
513,high,vhigh,5more,2,small,low,unacc,1.806978717650018
514,high,vhigh,5more,2,small,med,unacc,1.2445733663113319
515,high,vhigh,5more,2,small,high,unacc,0.27026264168519143
516,high,vhigh,5more,2,med,low,unacc,0.24876788108219117
517,high,vhigh,5more,2,med,med,unacc,2.4660354812309717
518,high,vhigh,5more,2,med,high,unacc,0.11615757176103791
519,high,vhigh,5more,2,big,low,unacc,0.14977696975673238
520,high,vhigh,5more,2,big,med,unacc,1.704482184133099
521,high,vhigh,5more,2,big,high,unacc,1.1140650136919787
522,high,vhigh,5more,4,small,low,unacc,1.4624319676753577
523,high,vhigh,5more,4,small,med,unacc,1.8051952356768082
524,high,vhigh,5more,4,small,high,unacc,3.2687685290990776
525,high,vhigh,5more,4,med,low,unacc,1.0395684661952989
526,high,vhigh,5more,4,med,med,unacc,1.2486978257315684
527,high,vhigh,5more,4,med,high,unacc,2.5154726167022665
528,high,vhigh,5more,4,big,low,unacc,3.581437411938965
529,high,vhigh,5more,4,big,med,unacc,3.0319646102907636
530,high,vhigh,5more,4,big,high,unacc,0.5826564631299846
531,high,vhigh,5more,more,small,low,unacc,1.7894582559942642
532,high,vhigh,5more,more,small,med,unacc,1.4033241868473492
533,high,vhigh,5more,more,small,high,unacc,2.2453682417755245
534,high,vhigh,5more,more,med,low,unacc,2.459142468440619
535,high,vhigh,5more,more,med,med,unacc,3.1315421795157183
536,high,vhigh,5more,more,med,high,unacc,3.388869489483025
537,high,vhigh,5more,more,big,low,unacc,2.3189009994565066
538,high,vhigh,5more,more,big,med,unacc,3.4715036189148103
539,high,vhigh,5more,more,big,high,unacc,1.2281448754449231
540,high,high,2,2,small,low,unacc,3.8710879658223885
541,high,high,2,2,small,med,unacc,3.2518512477333696
542,high,high,2,2,small,high,unacc,1.4187383745582482
543,high,high,2,2,med,low,unacc,2.2462231174363922
544,high,high,2,2,med,med,unacc,1.3638709739067818
545,high,high,2,2,med,high,unacc,0.9585404451559212
546,high,high,2,2,big,low,unacc,1.9876435405384432
547,high,high,2,2,big,med,unacc,1.304488443397283
548,high,high,2,2,big,high,unacc,2.267801040916808
549,high,high,2,4,small,low,unacc,3.853934866188299
550,high,high,2,4,small,med,unacc,1.7719770140125481
551,high,high,2,4,small,high,acc,0.7384867411855929
552,high,high,2,4,med,low,unacc,3.1233563071917105
553,high,high,2,4,med,med,unacc,1.4729568261752561
554,high,high,2,4,med,high,acc,1.2938528215776879
555,high,high,2,4,big,low,unacc,2.432082690385733
556,high,high,2,4,big,med,acc,3.2644616568996336
557,high,high,2,4,big,high,acc,0.7410280881223175
558,high,high,2,more,small,low,unacc,0.24587981628351896
559,high,high,2,more,small,med,unacc,2.0322728928418043
560,high,high,2,more,small,high,unacc,0.6248925775100287
561,high,high,2,more,med,low,unacc,3.0773407687244565
562,high,high,2,more,med,med,unacc,0.31924293389139136
563,high,high,2,more,med,high,acc,0.9144369936229264
564,high,high,2,more,big,low,unacc,3.3982653267378313
565,high,high,2,more,big,med,acc,2.55392486249702
566,high,high,2,more,big,high,acc,3.9808538383902548
567,high,high,3,2,small,low,unacc,3.270246645849268
568,high,high,3,2,small,med,unacc,2.4642117150672393
569,high,high,3,2,small,high,unacc,3.1582363055281646
570,high,high,3,2,med,low,unacc,3.165691011098868
571,high,high,3,2,med,med,unacc,1.1716067273727262
572,high,high,3,2,med,high,unacc,2.30220785037337
573,high,high,3,2,big,low,unacc,0.9345357911522245
574,high,high,3,2,big,med,unacc,1.8820966400503076
575,high,high,3,2,big,high,unacc,2.048353971843067
576,high,high,3,4,small,low,unacc,3.8380877871428183
577,high,high,3,4,small,med,unacc,1.0085496225522235
578,high,high,3,4,small,high,acc,3.778264660303422
579,high,high,3,4,med,low,unacc,3.2815512937094047
580,high,high,3,4,med,med,unacc,0.8249738540313243
581,high,high,3,4,med,high,acc,1.5400494827343891
582,high,high,3,4,big,low,unacc,0.8299605674310664
583,high,high,3,4,big,med,acc,0.9833245043830661
584,high,high,3,4,big,high,acc,2.020758876239143
585,high,high,3,more,small,low,unacc,0.3565160409038022
586,high,high,3,more,small,med,unacc,2.104667871099572
587,high,high,3,more,small,high,acc,0.4697746743870299
588,high,high,3,more,med,low,unacc,0.39816327160540554
589,high,high,3,more,med,med,acc,1.0811782871145916
590,high,high,3,more,med,high,acc,0.28719844620280277
591,high,high,3,more,big,low,unacc,0.8806337976295087
592,high,high,3,more,big,med,acc,2.2518068406163185
593,high,high,3,more,big,high,acc,3.017672011953636
594,high,high,4,2,small,low,unacc,3.0734124089864254
595,high,high,4,2,small,med,unacc,0.16303880947801241
596,high,high,4,2,small,high,unacc,0.7933053621639727
597,high,high,4,2,med,low,unacc,0.5189372711629834
598,high,high,4,2,med,med,unacc,0.9213257461391606
599,high,high,4,2,med,high,unacc,1.4893589655162986
600,high,high,4,2,big,low,unacc,1.9738377250676309
601,high,high,4,2,big,med,unacc,3.872017006926087
602,high,high,4,2,big,high,unacc,3.997031060531489
603,high,high,4,4,small,low,unacc,3.046082474376322
604,high,high,4,4,small,med,unacc,1.0143774648713806
605,high,high,4,4,small,high,acc,1.0890403741036105
606,high,high,4,4,med,low,unacc,2.442802222107997
607,high,high,4,4,med,med,acc,2.3015444930520017
608,high,high,4,4,med,high,acc,2.1483405070780726
609,high,high,4,4,big,low,unacc,2.9485830154003256
610,high,high,4,4,big,med,acc,0.8639358009236662
611,high,high,4,4,big,high,acc,2.6993022335859744
612,high,high,4,more,small,low,unacc,3.3762118698444343
613,high,high,4,more,small,med,unacc,1.9672869781770683
614,high,high,4,more,small,high,acc,0.6263803251027387
615,high,high,4,more,med,low,unacc,3.221652807849161
616,high,high,4,more,med,med,acc,3.5100739628357296
617,high,high,4,more,med,high,acc,3.299521001753433
618,high,high,4,more,big,low,unacc,2.1059399940328145
619,high,high,4,more,big,med,acc,2.757652642786001
620,high,high,4,more,big,high,acc,0.8952658987935598
621,high,high,5more,2,small,low,unacc,0.4225409582524673
622,high,high,5more,2,small,med,unacc,1.4378794126633285
623,high,high,5more,2,small,high,unacc,0.5280346171176769
624,high,high,5more,2,med,low,unacc,2.490744142110949
625,high,high,5more,2,med,med,unacc,3.097725709313138
626,high,high,5more,2,med,high,unacc,1.0514016976275475
627,high,high,5more,2,big,low,unacc,3.958993852116525
628,high,high,5more,2,big,med,unacc,1.6614141910524909
629,high,high,5more,2,big,high,unacc,3.643990555483023
630,high,high,5more,4,small,low,unacc,1.4918432472204577
631,high,high,5more,4,small,med,unacc,1.851695426734858
632,high,high,5more,4,small,high,acc,0.39006343009890854
633,high,high,5more,4,med,low,unacc,3.2945967856233374
634,high,high,5more,4,med,med,acc,1.560600047784829
635,high,high,5more,4,med,high,acc,2.747386808662831
636,high,high,5more,4,big,low,unacc,2.548521253688292
637,high,high,5more,4,big,med,acc,3.6529835685388696
638,high,high,5more,4,big,high,acc,3.4554561401523793
639,high,high,5more,more,small,low,unacc,1.583459034126745
640,high,high,5more,more,small,med,unacc,2.8775558661686
641,high,high,5more,more,small,high,acc,2.5753696294457
642,high,high,5more,more,med,low,unacc,1.6656262325341173
643,high,high,5more,more,med,med,acc,1.4601742944508413
644,high,high,5more,more,med,high,acc,3.8932279736671775
645,high,high,5more,more,big,low,unacc,1.4298474763308175
646,high,high,5more,more,big,med,acc,2.01985530062555
647,high,high,5more,more,big,high,acc,2.16293683741516
648,high,med,2,2,small,low,unacc,3.953537934552747
649,high,med,2,2,small,med,unacc,0.5002628771966187
650,high,med,2,2,small,high,unacc,0.36595833921770193
651,high,med,2,2,med,low,unacc,3.3314329868532133
652,high,med,2,2,med,med,unacc,0.22486842748650737
653,high,med,2,2,med,high,unacc,1.101443752453815
654,high,med,2,2,big,low,unacc,1.7067413202276156
655,high,med,2,2,big,med,unacc,1.5040125017087909
656,high,med,2,2,big,high,unacc,3.2797557168598996
657,high,med,2,4,small,low,unacc,0.34940370084310235
658,high,med,2,4,small,med,unacc,1.3469019104060713
659,high,med,2,4,small,high,acc,2.4971864518878486
660,high,med,2,4,med,low,unacc,1.8061520267899853
661,high,med,2,4,med,med,unacc,2.574646213261395
662,high,med,2,4,med,high,acc,2.156067424685289
663,high,med,2,4,big,low,unacc,3.7079060649689746
664,high,med,2,4,big,med,acc,0.451844426911852
665,high,med,2,4,big,high,acc,3.6932132319812885
666,high,med,2,more,small,low,unacc,0.3032138812777987
667,high,med,2,more,small,med,unacc,0.48975159251951617
668,high,med,2,more,small,high,unacc,3.299030985016075
669,high,med,2,more,med,low,unacc,1.9144228784647166
670,high,med,2,more,med,med,unacc,3.820567965950649
671,high,med,2,more,med,high,acc,1.4827729169967307
672,high,med,2,more,big,low,unacc,1.7918709408259654
673,high,med,2,more,big,med,acc,0.33253620147115237
674,high,med,2,more,big,high,acc,3.4649390307320926
675,high,med,3,2,small,low,unacc,2.9176120693121863
676,high,med,3,2,small,med,unacc,3.2195479234026925
677,high,med,3,2,small,high,unacc,3.273108596745171
678,high,med,3,2,med,low,unacc,2.9721883370114313
679,high,med,3,2,med,med,unacc,3.8454656987969495
680,high,med,3,2,med,high,unacc,2.418911421981462
681,high,med,3,2,big,low,unacc,1.07495592491349
682,high,med,3,2,big,med,unacc,3.655901934805539
683,high,med,3,2,big,high,unacc,1.244299732548218
684,high,med,3,4,small,low,unacc,3.94585603588434
685,high,med,3,4,small,med,unacc,3.5068285102304606
686,high,med,3,4,small,high,acc,0.1309527185613395
687,high,med,3,4,med,low,unacc,2.68610936766385
688,high,med,3,4,med,med,unacc,1.386478021348133
689,high,med,3,4,med,high,acc,2.4307777877019587
690,high,med,3,4,big,low,unacc,1.6101845561315367
691,high,med,3,4,big,med,acc,1.8596630754807264
692,high,med,3,4,big,high,acc,1.440734959265955
693,high,med,3,more,small,low,unacc,0.3254422430624042
694,high,med,3,more,small,med,unacc,2.0644185543842353
695,high,med,3,more,small,high,acc,3.298256033696841
696,high,med,3,more,med,low,unacc,2.7179853173061046
697,high,med,3,more,med,med,acc,3.964259422378598
698,high,med,3,more,med,high,acc,2.6407741716747455
699,high,med,3,more,big,low,unacc,1.4534891082447103
700,high,med,3,more,big,med,acc,0.18776301868035405
701,high,med,3,more,big,high,acc,1.7021761862979674
702,high,med,4,2,small,low,unacc,3.2642328784402315
703,high,med,4,2,small,med,unacc,2.429208225940334
704,high,med,4,2,small,high,unacc,3.8454468287761068
705,high,med,4,2,med,low,unacc,0.9280030092169516
706,high,med,4,2,med,med,unacc,2.6764395948356037
707,high,med,4,2,med,high,unacc,0.45403204845982037
708,high,med,4,2,big,low,unacc,0.16794389778733043
709,high,med,4,2,big,med,unacc,0.783939925934872
710,high,med,4,2,big,high,unacc,0.7642002586602628
711,high,med,4,4,small,low,unacc,2.511796188290723
712,high,med,4,4,small,med,unacc,3.8638819317259427
713,high,med,4,4,small,high,acc,0.19315361783954366
714,high,med,4,4,med,low,unacc,3.992423525852703
715,high,med,4,4,med,med,acc,3.591447476546365
716,high,med,4,4,med,high,acc,3.202371161162683
717,high,med,4,4,big,low,unacc,2.7957890745036202
718,high,med,4,4,big,med,acc,1.6444352158722628
719,high,med,4,4,big,high,acc,1.008761811553244
720,high,med,4,more,small,low,unacc,2.729226053048514
721,high,med,4,more,small,med,unacc,1.9974935720136573
722,high,med,4,more,small,high,acc,3.2458104140915065
723,high,med,4,more,med,low,unacc,0.5857145136950996
724,high,med,4,more,med,med,acc,2.0803241856342454
725,high,med,4,more,med,high,acc,0.10035910225907729
726,high,med,4,more,big,low,unacc,1.6948715288563974
727,high,med,4,more,big,med,acc,2.7024736550773665
728,high,med,4,more,big,high,acc,2.634958945151083
729,high,med,5more,2,small,low,unacc,0.3616322009099009
730,high,med,5more,2,small,med,unacc,2.29657674613401
731,high,med,5more,2,small,high,unacc,2.770457678090456
732,high,med,5more,2,med,low,unacc,2.722695540988178
733,high,med,5more,2,med,med,unacc,0.7440568250533941
734,high,med,5more,2,med,high,unacc,1.8453480518451593
735,high,med,5more,2,big,low,unacc,0.045047785021615994
736,high,med,5more,2,big,med,unacc,0.7888482974730144
737,high,med,5more,2,big,high,unacc,3.0204483044049395
738,high,med,5more,4,small,low,unacc,1.8522620896343338
739,high,med,5more,4,small,med,unacc,1.7673748191894574
740,high,med,5more,4,small,high,acc,3.841890064063274
741,high,med,5more,4,med,low,unacc,1.6942318582818845
742,high,med,5more,4,med,med,acc,2.8460514913093276
743,high,med,5more,4,med,high,acc,2.3185027926658353
744,high,med,5more,4,big,low,unacc,0.753173630233583
745,high,med,5more,4,big,med,acc,1.014473729355895
746,high,med,5more,4,big,high,acc,3.7829799329055525
747,high,med,5more,more,small,low,unacc,0.17144077605515395
748,high,med,5more,more,small,med,unacc,2.869898506448272
749,high,med,5more,more,small,high,acc,1.3897850743124245
750,high,med,5more,more,med,low,unacc,0.5914183113595994
751,high,med,5more,more,med,med,acc,3.6141722065091715
752,high,med,5more,more,med,high,acc,2.856669441565387
753,high,med,5more,more,big,low,unacc,0.21799255030412068
754,high,med,5more,more,big,med,acc,2.4904397634928737
755,high,med,5more,more,big,high,acc,3.162675182944787
756,high,low,2,2,small,low,unacc,2.9080943705288838
757,high,low,2,2,small,med,unacc,2.0149792259721733
758,high,low,2,2,small,high,unacc,3.5613598928668444
759,high,low,2,2,med,low,unacc,1.6966214295657966
760,high,low,2,2,med,med,unacc,3.0623546061110822
761,high,low,2,2,med,high,unacc,3.42191317229139
762,high,low,2,2,big,low,unacc,3.8769041163732463
763,high,low,2,2,big,med,unacc,2.98189130917331
764,high,low,2,2,big,high,unacc,3.6099723954007183
765,high,low,2,4,small,low,unacc,1.8871545939190013
766,high,low,2,4,small,med,unacc,2.1731262896894354
767,high,low,2,4,small,high,acc,2.4711123839078106
768,high,low,2,4,med,low,unacc,1.3178205835997727
769,high,low,2,4,med,med,unacc,2.2535984042312682
770,high,low,2,4,med,high,acc,2.8372568685248636
771,high,low,2,4,big,low,unacc,3.165510787744708
772,high,low,2,4,big,med,acc,2.3078995562494935
773,high,low,2,4,big,high,acc,3.2895383421722
774,high,low,2,more,small,low,unacc,1.5593799608219094
775,high,low,2,more,small,med,unacc,1.8775948403697629
776,high,low,2,more,small,high,unacc,2.067090018847825
777,high,low,2,more,med,low,unacc,2.7106126878292063
778,high,low,2,more,med,med,unacc,2.499461973977095
779,high,low,2,more,med,high,acc,1.6078839147591695
780,high,low,2,more,big,low,unacc,2.8238027531280094
781,high,low,2,more,big,med,acc,1.104703215057195
782,high,low,2,more,big,high,acc,1.1686285665293012
783,high,low,3,2,small,low,unacc,1.9831758639266361
784,high,low,3,2,small,med,unacc,3.144712027583933
785,high,low,3,2,small,high,unacc,3.0020294587890515
786,high,low,3,2,med,low,unacc,0.628876790555525
787,high,low,3,2,med,med,unacc,3.046183686025439
788,high,low,3,2,med,high,unacc,2.8948697367248406
789,high,low,3,2,big,low,unacc,1.196453000288345
790,high,low,3,2,big,med,unacc,0.19293106261078918
791,high,low,3,2,big,high,unacc,2.6826028927816044
792,high,low,3,4,small,low,unacc,3.0394648414627747
793,high,low,3,4,small,med,unacc,0.15017449510461534
794,high,low,3,4,small,high,acc,2.8467458252157933
795,high,low,3,4,med,low,unacc,3.6922734670573436
796,high,low,3,4,med,med,unacc,2.435173663276008
797,high,low,3,4,med,high,acc,3.11995493234498
798,high,low,3,4,big,low,unacc,0.1587561829696531
799,high,low,3,4,big,med,acc,3.85610663291411
800,high,low,3,4,big,high,acc,2.1172426560003137
801,high,low,3,more,small,low,unacc,3.8530560325739835
802,high,low,3,more,small,med,unacc,3.477431078570538
803,high,low,3,more,small,high,acc,1.25622293289415
804,high,low,3,more,med,low,unacc,2.996662356217072
805,high,low,3,more,med,med,acc,1.1165700957416549
806,high,low,3,more,med,high,acc,3.934901435634975
807,high,low,3,more,big,low,unacc,3.1605226012150442
808,high,low,3,more,big,med,acc,2.867503918229581
809,high,low,3,more,big,high,acc,0.48089055090615007
810,high,low,4,2,small,low,unacc,3.9138762635031674
811,high,low,4,2,small,med,unacc,2.771669919544653
812,high,low,4,2,small,high,unacc,0.2011421877744093
813,high,low,4,2,med,low,unacc,3.760727262914419
814,high,low,4,2,med,med,unacc,1.896421077784289
815,high,low,4,2,med,high,unacc,2.657389254589995
816,high,low,4,2,big,low,unacc,1.5038537088499906
817,high,low,4,2,big,med,unacc,0.9417818633406974
818,high,low,4,2,big,high,unacc,1.100000622000446
819,high,low,4,4,small,low,unacc,3.904382845395225
820,high,low,4,4,small,med,unacc,1.4125596922968553
821,high,low,4,4,small,high,acc,3.0739177516951637
822,high,low,4,4,med,low,unacc,1.10374837308991
823,high,low,4,4,med,med,acc,0.1675499458780525
824,high,low,4,4,med,high,acc,0.8779797258460929
825,high,low,4,4,big,low,unacc,2.0400141981361513
826,high,low,4,4,big,med,acc,2.1558390167948245
827,high,low,4,4,big,high,acc,1.8591672185573072
828,high,low,4,more,small,low,unacc,2.735705780392406
829,high,low,4,more,small,med,unacc,0.5356344412964074
830,high,low,4,more,small,high,acc,0.3797176068847574
831,high,low,4,more,med,low,unacc,0.2989412787114438
832,high,low,4,more,med,med,acc,1.7916077837480988
833,high,low,4,more,med,high,acc,2.202096373731425
834,high,low,4,more,big,low,unacc,0.07332433802161997
835,high,low,4,more,big,med,acc,1.7023664196228165
836,high,low,4,more,big,high,acc,1.6324509610542135
837,high,low,5more,2,small,low,unacc,0.21105732877324979
838,high,low,5more,2,small,med,unacc,2.662921624619061
839,high,low,5more,2,small,high,unacc,1.7184479978910416
840,high,low,5more,2,med,low,unacc,0.5319803049141307
841,high,low,5more,2,med,med,unacc,0.714809797890807
842,high,low,5more,2,med,high,unacc,2.9414106042489045
843,high,low,5more,2,big,low,unacc,0.17418811202655693
844,high,low,5more,2,big,med,unacc,1.1824319620569832
845,high,low,5more,2,big,high,unacc,3.1613424629071196
846,high,low,5more,4,small,low,unacc,2.9769364253801283
847,high,low,5more,4,small,med,unacc,2.7179027444824975
848,high,low,5more,4,small,high,acc,0.2692544960917749
849,high,low,5more,4,med,low,unacc,2.395996709784466
850,high,low,5more,4,med,med,acc,2.778186688916629
851,high,low,5more,4,med,high,acc,0.8281068186304181
852,high,low,5more,4,big,low,unacc,1.6455548237010507
853,high,low,5more,4,big,med,acc,2.90171394916939
854,high,low,5more,4,big,high,acc,3.054455679320652
855,high,low,5more,more,small,low,unacc,2.8224555453350972
856,high,low,5more,more,small,med,unacc,1.5156230409851115
857,high,low,5more,more,small,high,acc,2.3086404173099937
858,high,low,5more,more,med,low,unacc,3.011076888724315
859,high,low,5more,more,med,med,acc,0.1581279289104649
860,high,low,5more,more,med,high,acc,0.9926580954574513
861,high,low,5more,more,big,low,unacc,0.23215287529430828
862,high,low,5more,more,big,med,acc,1.9706598012502274
863,high,low,5more,more,big,high,acc,2.9943997456801488
864,med,vhigh,2,2,small,low,unacc,0.24299140607638847
865,med,vhigh,2,2,small,med,unacc,3.917489395392573
866,med,vhigh,2,2,small,high,unacc,0.25859198348045
867,med,vhigh,2,2,med,low,unacc,1.2651148551454634
868,med,vhigh,2,2,med,med,unacc,3.793424891886734
869,med,vhigh,2,2,med,high,unacc,3.6603141668667276
870,med,vhigh,2,2,big,low,unacc,0.6914411260676463
871,med,vhigh,2,2,big,med,unacc,1.0291880968891935
872,med,vhigh,2,2,big,high,unacc,0.4704705301358425
873,med,vhigh,2,4,small,low,unacc,0.46147165839983906
874,med,vhigh,2,4,small,med,unacc,3.731660509087572
875,med,vhigh,2,4,small,high,acc,1.7687410276871973
876,med,vhigh,2,4,med,low,unacc,1.2553164738846547
877,med,vhigh,2,4,med,med,unacc,1.3062701605431215
878,med,vhigh,2,4,med,high,acc,1.8008553129793965
879,med,vhigh,2,4,big,low,unacc,3.0535466283784687
880,med,vhigh,2,4,big,med,acc,0.5845319929524773
881,med,vhigh,2,4,big,high,acc,2.636508253494181
882,med,vhigh,2,more,small,low,unacc,2.550078044112036
883,med,vhigh,2,more,small,med,unacc,1.9199986274069056
884,med,vhigh,2,more,small,high,unacc,2.514719936429052
885,med,vhigh,2,more,med,low,unacc,3.6254252193167504
886,med,vhigh,2,more,med,med,unacc,3.120207633675058
887,med,vhigh,2,more,med,high,acc,0.9676159344907278
888,med,vhigh,2,more,big,low,unacc,0.26816752792100385
889,med,vhigh,2,more,big,med,acc,0.473585420259659
890,med,vhigh,2,more,big,high,acc,3.0811929388872743
891,med,vhigh,3,2,small,low,unacc,2.1566407152090403
892,med,vhigh,3,2,small,med,unacc,2.266390620810824
893,med,vhigh,3,2,small,high,unacc,1.4327352597048626
894,med,vhigh,3,2,med,low,unacc,3.1824229460240248
895,med,vhigh,3,2,med,med,unacc,2.5801726348489
896,med,vhigh,3,2,med,high,unacc,1.0206120027881216
897,med,vhigh,3,2,big,low,unacc,1.2464179261738475
898,med,vhigh,3,2,big,med,unacc,1.5740936452934258
899,med,vhigh,3,2,big,high,unacc,2.12617385374046
900,med,vhigh,3,4,small,low,unacc,1.9554596912813071
901,med,vhigh,3,4,small,med,unacc,2.230599489642687
902,med,vhigh,3,4,small,high,acc,1.279168227695687
903,med,vhigh,3,4,med,low,unacc,2.670441694927402
904,med,vhigh,3,4,med,med,unacc,2.943747400237689
905,med,vhigh,3,4,med,high,acc,1.437936569634148
906,med,vhigh,3,4,big,low,unacc,0.9953435790389857
907,med,vhigh,3,4,big,med,acc,2.4180820530989835
908,med,vhigh,3,4,big,high,acc,3.5675392832749675
909,med,vhigh,3,more,small,low,unacc,0.9392942399206321
910,med,vhigh,3,more,small,med,unacc,0.7067936657173108
911,med,vhigh,3,more,small,high,acc,0.4231428601103495
912,med,vhigh,3,more,med,low,unacc,2.0934847274960453
913,med,vhigh,3,more,med,med,acc,3.0505119157671534
914,med,vhigh,3,more,med,high,acc,2.5450157034203182
915,med,vhigh,3,more,big,low,unacc,1.127614006439087
916,med,vhigh,3,more,big,med,acc,0.10181287734341637
917,med,vhigh,3,more,big,high,acc,2.566756725381757
918,med,vhigh,4,2,small,low,unacc,2.4702649753052373
919,med,vhigh,4,2,small,med,unacc,1.1615957072003016
920,med,vhigh,4,2,small,high,unacc,2.748079380229732
921,med,vhigh,4,2,med,low,unacc,1.1751309966760024
922,med,vhigh,4,2,med,med,unacc,2.6061372120352484
923,med,vhigh,4,2,med,high,unacc,3.452044862316661
924,med,vhigh,4,2,big,low,unacc,0.0843752318141715
925,med,vhigh,4,2,big,med,unacc,0.032073107556108926
926,med,vhigh,4,2,big,high,unacc,1.323552592761632
927,med,vhigh,4,4,small,low,unacc,1.162448117600348
928,med,vhigh,4,4,small,med,unacc,2.6193792002910055
929,med,vhigh,4,4,small,high,acc,1.080769387825721
930,med,vhigh,4,4,med,low,unacc,1.8314977239692696
931,med,vhigh,4,4,med,med,acc,1.9884179438941842
932,med,vhigh,4,4,med,high,acc,1.7612948769422694
933,med,vhigh,4,4,big,low,unacc,1.2106926755675436
934,med,vhigh,4,4,big,med,acc,3.031931345455103
935,med,vhigh,4,4,big,high,acc,2.6058636165319045
936,med,vhigh,4,more,small,low,unacc,1.3032586248162397
937,med,vhigh,4,more,small,med,unacc,0.9170202815130759
938,med,vhigh,4,more,small,high,acc,0.3185473547634685
939,med,vhigh,4,more,med,low,unacc,0.7119162004160673
940,med,vhigh,4,more,med,med,acc,2.1635067928237106
941,med,vhigh,4,more,med,high,acc,2.925248719819803
942,med,vhigh,4,more,big,low,unacc,3.867101801010057
943,med,vhigh,4,more,big,med,acc,0.7657265969233435
944,med,vhigh,4,more,big,high,acc,3.1304941261480015
945,med,vhigh,5more,2,small,low,unacc,2.4763776809970284
946,med,vhigh,5more,2,small,med,unacc,2.6598067688122233
947,med,vhigh,5more,2,small,high,unacc,2.2921416910581276
948,med,vhigh,5more,2,med,low,unacc,1.6891814055197822
949,med,vhigh,5more,2,med,med,unacc,3.782661949257039
950,med,vhigh,5more,2,med,high,unacc,3.598371281186222
951,med,vhigh,5more,2,big,low,unacc,1.416632424785924
952,med,vhigh,5more,2,big,med,unacc,3.670350411089055
953,med,vhigh,5more,2,big,high,unacc,2.091518897351313
954,med,vhigh,5more,4,small,low,unacc,3.4880831095480613
955,med,vhigh,5more,4,small,med,unacc,3.217418597027448
956,med,vhigh,5more,4,small,high,acc,2.819627333182014
957,med,vhigh,5more,4,med,low,unacc,2.5941270043954416
958,med,vhigh,5more,4,med,med,acc,0.33645622953616217
959,med,vhigh,5more,4,med,high,acc,1.9036734681638263
960,med,vhigh,5more,4,big,low,unacc,3.0095531192491936
